host_ID,otu_ID,genus,base_taxon,has_genus,final_id,relative_reads,link,type,final_taxon_otu_ID,host_species,village,grid,season
2348,nc_139,NA,Nematoda,FALSE,Nematoda_4,0.20326404999999997,1,NC,nc_139_Nematoda_4,Microgale brevicaudata,Mandena,secondary_forest,2
2348,nc_74,NA,Chromadorea,FALSE,Chromadorea_1,0.7062315000000001,1,NC,nc_74_Chromadorea_1,Microgale brevicaudata,Mandena,secondary_forest,2
2348,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.04896142,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Mandena,secondary_forest,2
2349,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.640190089,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,secondary_forest,2
2349,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.143368512,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,secondary_forest,2
2349,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.074924397,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,secondary_forest,2
2350,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.96644401,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,secondary_forest,2
2354,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9517403499999997,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,secondary_forest,2
2355,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.149646625,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,secondary_forest,2
2355,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.38717607400000004,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,secondary_forest,2
2355,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.29396701700000005,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,secondary_forest,2
2359,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.955883495,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,secondary_forest,2
2360,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.7239264,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,secondary_forest,2
2360,nc_93,NA,Chromadorea,FALSE,Chromadorea_2,0.24039389,1,NC,nc_93_Chromadorea_2,Setifer setosus,Mandena,secondary_forest,2
2361,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9641723349999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,secondary_forest,2
2364,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.230321523,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,secondary_forest,2
2365,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.9727957999999999,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,secondary_forest,2
2366,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.9676411899999999,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,secondary_forest,2
2368,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9511892320000002,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,secondary_forest,2
2369,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.977056219,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,secondary_forest,2
2371,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.9310149700000002,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2371,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.02290076,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Mandena,semi-intact_forest,2
2372,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.567530225,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2372,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.385492228,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,semi-intact_forest,2
2373,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.6631592199999999,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2373,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.11959592999999999,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2373,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.08959172,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,semi-intact_forest,2
2374,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.636051829,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2374,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.196074695,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2374,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.048018293,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,semi-intact_forest,2
2375,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.34233064,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2375,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.2755008,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2375,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.19131362,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,semi-intact_forest,2
2376,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.1260504,1,NC,nc_129_Trichostrongylidae_1,Eliurus webbi,Mandena,semi-intact_forest,2
2376,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.09411765,1,NC,nc_131_Trichostrongylidae_2,Eliurus webbi,Mandena,semi-intact_forest,2
2376,nc_195,NA,Nematoda,FALSE,Nematoda_25,0.05042017,1,NC,nc_195_Nematoda_25,Eliurus webbi,Mandena,semi-intact_forest,2
2376,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.06218487,1,NC,nc_95_Heligmonellidae,Eliurus webbi,Mandena,semi-intact_forest,2
2376,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.17647055,1,NC,nc_99_Nippostrongylus,Eliurus webbi,Mandena,semi-intact_forest,2
2377,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.3796387829999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,semi-intact_forest,2
2378,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.9770841200000001,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2380,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.0113924,1,NC,nc_129_Trichostrongylidae_1,Eliurus webbi,Mandena,semi-intact_forest,2
2380,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01677215,1,NC,nc_99_Nippostrongylus,Eliurus webbi,Mandena,semi-intact_forest,2
2382,nc_94,NA,Strongylida,FALSE,Strongylida_1,0.9424336449999998,1,NC,nc_94_Strongylida_1,Nesomys cf. audeberti,Mandena,semi-intact_forest,2
2383,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.11117535,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2383,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.48286118000000006,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2383,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.24630382,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,semi-intact_forest,2
2385,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.7629935600000001,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2385,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.07035609,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,semi-intact_forest,2
2385,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.03858426,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,semi-intact_forest,2
2389,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.53084271,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2389,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.40816838,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2392,nc_74,NA,Chromadorea,FALSE,Chromadorea_1,0.96437661,1,NC,nc_74_Chromadorea_1,Microgale brevicaudata,Mandena,flooded_rice,2
2392,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01434189,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Mandena,flooded_rice,2
2393,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01225787,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Mandena,flooded_rice,2
2394,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.558821352,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2394,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.383652921,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2395,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.908579,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2396,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.42389846999999997,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2397,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9435931399999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2398,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9524061330000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2401,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.676149,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2401,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.24870696,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2402,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.5908641480000001,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2402,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.34506624500000005,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2406,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.6100095,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2406,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.32305823,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2407,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.1266687,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2407,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.07979524,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2407,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.7488708599999999,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Mandena,flooded_rice,2
2408,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.07767548,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,flooded_rice,2
2409,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9791219,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2410,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9514074099999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2411,nc_148,NA,Chromadorea,FALSE,Chromadorea_67,0.02013423,1,NC,nc_148_Chromadorea_67,Microgale brevicaudata,Mandena,flooded_rice,2
2411,nc_74,NA,Chromadorea,FALSE,Chromadorea_1,0.7782749,1,NC,nc_74_Chromadorea_1,Microgale brevicaudata,Mandena,flooded_rice,2
2411,nc_8,NA,Nematoda,FALSE,Nematoda_41,0.01143425,1,NC,nc_8_Nematoda_41,Microgale brevicaudata,Mandena,flooded_rice,2
2411,nc_81,NA,Rhabditida,FALSE,Rhabditida_26,0.1237882,1,NC,nc_81_Rhabditida_26,Microgale brevicaudata,Mandena,flooded_rice,2
2413,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9750428,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2414,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9691254,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2414,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01159115,1,NC,nc_99_Nippostrongylus,Mus musculus,Mandena,flooded_rice,2
2415,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9913896,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2416,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.956531455,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2417,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.979434447,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2419,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.94974537,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2420,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.93930985,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2422,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.5722886,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2422,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.37352865,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2423,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.622228566,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2423,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.32600628,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2425,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.979846637,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2426,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.716649,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2427,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.6336432689999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2428,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9538175019999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2432,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.6790663749999999,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,flooded_rice,2
2432,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.228786774,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,flooded_rice,2
2433,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9794879999999999,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,flooded_rice,2
2434,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.955512572,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2435,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9537516800000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2436,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9531560199999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2437,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9657356100000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2438,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.97731861,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,flooded_rice,2
2444,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.445492248,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,agroforest,2
2444,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.50217241,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,agroforest,2
2445,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.506651885,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,agroforest,2
2445,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.400696865,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,agroforest,2
2452,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.94735472,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2454,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9696512410000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2456,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9501149599999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2457,nc_11,NA,Rhabditida,FALSE,Rhabditida_29,0.07496654,1,NC,nc_11_Rhabditida_29,Rattus rattus,Mandena,village,2
2461,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9561964599999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,agroforest,2
2462,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.955180118,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,agroforest,2
2463,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.979484,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,agroforest,2
2464,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9436181250000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,agroforest,2
2472,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9280457999999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2473,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.973730159,1,NC,nc_95_Heligmonellidae,Mus musculus,Mandena,agroforest,2
2474,nc_7,NA,Rhabditida,FALSE,Rhabditida_8,0.40181924,1,NC,nc_7_Rhabditida_8,Rattus rattus,Mandena,agroforest,2
2475,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.96265979,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,agroforest,2
2476,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.5981752,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,agroforest,2
2476,nc_93,NA,Chromadorea,FALSE,Chromadorea_2,0.35389296000000003,1,NC,nc_93_Chromadorea_2,Setifer setosus,Mandena,agroforest,2
2476,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01435523,1,NC,nc_99_Nippostrongylus,Setifer setosus,Mandena,agroforest,2
2480,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9242872,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2481,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9575251800000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2484,nc_102,Globocephalus,Globocephalus,TRUE,Globocephalus,0.30705133,1,NC,nc_102_Globocephalus,Setifer setosus,Mandena,agroforest,2
2489,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.016489041,1,NC,nc_99_Nippostrongylus,Suncus murinus,Mandena,village,2
2490,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9511637500000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2491,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9298220420000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,village,2
2493,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.016938519,1,NC,nc_95_Heligmonellidae,Setifer setosus,Mandena,agroforest,2
2493,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.944165622,1,NC,nc_97_Angiostrongylus,Setifer setosus,Mandena,agroforest,2
2493,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.015683814,1,NC,nc_99_Nippostrongylus,Setifer setosus,Mandena,agroforest,2
2494,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.031876138,1,NC,nc_129_Trichostrongylidae_1,Suncus murinus,Mandena,agroforest,2
2494,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.046448087,1,NC,nc_131_Trichostrongylidae_2,Suncus murinus,Mandena,agroforest,2
2494,nc_89,NA,Nematoda,FALSE,Nematoda_1,0.6256830600000001,1,NC,nc_89_Nematoda_1,Suncus murinus,Mandena,agroforest,2
2494,nc_90,NA,Rhabditida,FALSE,Rhabditida_28,0.022768671,1,NC,nc_90_Rhabditida_28,Suncus murinus,Mandena,agroforest,2
2494,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.049180327,1,NC,nc_95_Heligmonellidae,Suncus murinus,Mandena,agroforest,2
2494,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.132058288,1,NC,nc_99_Nippostrongylus,Suncus murinus,Mandena,agroforest,2
2496,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9507691699999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,agroforest,2
2497,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.152486911,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,brushy_regrowth,3
2497,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.195789703,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,brushy_regrowth,3
2497,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.552356021,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,brushy_regrowth,3
2498,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.011542335,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Mandena,brushy_regrowth,3
2498,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.6054690530000001,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Mandena,brushy_regrowth,3
2498,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.269889224,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Mandena,brushy_regrowth,3
2499,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9450105400000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2500,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9434462499999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2501,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9555647799999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2502,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9428795,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2504,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9580315199999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2505,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.964674971,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2506,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.94624374,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2507,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9512195110000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2508,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.936553301,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2509,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9531566600000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2510,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.96760399,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2511,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.960867654,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2512,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9449905000000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2513,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.95791905,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
2514,nc_232,Trichostrongylus,Trichostrongylus,TRUE,Trichostrongylus_1,0.1904553,1,NC,nc_232_Trichostrongylus_1,Rattus rattus,Mandena,brushy_regrowth,3
2514,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.7461327300000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Mandena,brushy_regrowth,3
